269.056, 132.945, 5.004, 17.900 False
269.555, 132.944, 4.997, 18.000 False
270.055, 132.944, 5.001, 18.100 False
270.555, 132.944, 5.004, 18.200 False
271.056, 132.944, 4.992, 18.300 False
271.555, 132.944, 4.998, 18.400 False
272.055, 132.943, 5.003, 18.500 False
272.556, 132.943, 5.005, 18.600 False
273.056, 132.943, 4.995, 18.700 False
273.556, 132.943, 5.001, 18.800 False
274.056, 132.943, 5.004, 18.900 False
274.556, 132.942, 5.004, 19.000 False
275.056, 132.942, 4.998, 19.100 False
275.556, 132.942, 5.002, 19.200 False
276.056, 132.942, 5.004, 19.300 False
276.556, 132.942, 4.992, 19.400 False
277.056, 132.942, 4.999, 19.500 False
277.556, 132.941, 5.003, 19.600 False
278.057, 132.941, 5.005, 19.700 False
278.556, 132.941, 4.995, 19.800 False
279.056, 132.941, 5.000, 19.900 False
279.557, 132.941, 5.004, 20.000 False
280.057, 132.941, 5.003, 20.100 False
280.557, 132.940, 4.997, 20.200 False
281.057, 132.940, 5.001, 20.300 False
281.557, 132.940, 5.004, 20.400 False
282.057, 132.940, 5.004, 20.500 False
282.557, 132.940, 4.997, 20.600 False
283.057, 132.940, 5.001, 20.700 False
283.557, 132.940, 5.003, 20.800 False
284.057, 132.939, 5.003, 20.900 False
284.557, 132.939, 4.996, 21.000 False
285.057, 132.939, 5.000, 21.100 False
285.557, 132.939, 5.003, 21.200 False
286.057, 132.939, 4.997, 21.300 False
286.557, 132.939, 5.000, 21.400 False
287.057, 132.939, 5.003, 21.500 False
287.557, 132.938, 5.005, 21.600 False
288.057, 132.938, 4.995, 21.700 False
288.557, 132.938, 5.000, 21.800 False
289.057, 132.938, 5.003, 21.900 False
289.557, 132.938, 5.005, 22.000 False
290.057, 132.938, 4.994, 22.100 False
290.557, 132.938, 4.999, 22.200 False
291.057, 132.938, 5.003, 22.300 False
291.557, 132.938, 5.005, 22.400 False
292.057, 132.937, 4.994, 22.500 False
292.557, 132.937, 4.999, 22.600 False
293.057, 132.937, 5.003, 22.700 False
293.557, 132.937, 5.005, 22.800 False
294.057, 132.937, 4.995, 22.900 False
294.557, 132.937, 5.000, 23.000 False
295.057, 132.937, 5.003, 23.100 False
295.557, 132.937, 5.005, 23.200 False
296.057, 132.937, 4.994, 23.300 False
296.556, 132.937, 4.999, 23.400 False
297.057, 132.937, 5.003, 23.500 False
297.557, 132.937, 5.005, 23.600 False
298.057, 132.937, 4.994, 23.700 False
298.556, 132.937, 4.999, 23.800 False
299.057, 132.937, 5.003, 23.900 False
299.557, 132.938, 5.005, 24.000 False
300.056, 132.938, 4.994, 24.100 False
300.556, 132.938, 4.999, 24.200 False
301.056, 132.938, 5.003, 24.300 False
301.557, 132.938, 5.005, 24.400 False
302.056, 132.938, 4.995, 24.500 False
302.556, 132.938, 5.000, 24.600 False
303.056, 132.938, 5.003, 24.700 False
303.557, 132.938, 5.005, 24.800 False
304.056, 132.938, 4.995, 24.900 False
304.556, 132.938, 5.000, 25.000 False
305.056, 132.938, 5.003, 25.100 False
305.557, 132.938, 5.005, 25.200 False
306.056, 132.938, 4.994, 25.300 False
306.556, 132.938, 4.999, 25.400 False
307.056, 132.938, 5.003, 25.500 False
307.556, 132.938, 5.004, 25.600 False
308.056, 132.939, 4.993, 25.700 False
308.556, 132.939, 4.999, 25.800 False
309.056, 132.939, 5.003, 25.900 False
309.556, 132.939, 5.004, 26.000 False
310.056, 132.939, 4.994, 26.100 False
310.551, 132.911, 4.915, 26.200 False
311.036, 132.883, 4.816, 26.300 False
311.508, 132.877, 4.658, 26.400 False
311.963, 132.876, 4.495, 26.500 False
312.402, 132.885, 4.327, 26.600 False
312.826, 132.888, 4.176, 26.700 False
313.234, 132.901, 4.030, 26.800 False
313.630, 132.910, 3.907, 26.900 False
314.013, 132.927, 3.787, 27.000 False
314.386, 132.940, 3.681, 27.100 False
314.747, 132.960, 3.571, 27.200 False
315.098, 132.978, 3.469, 27.300 False
315.437, 132.970, 3.328, 27.400 False
315.764, 132.957, 3.228, 27.500 False
316.078, 132.925, 3.078, 27.600 False
316.380, 132.895, 2.990, 27.700 False
316.676, 132.884, 2.943, 27.800 False
316.973, 132.879, 2.982, 27.900 False
317.278, 132.875, 3.072, 28.000 False
317.593, 132.870, 3.191, 28.100 False
317.920, 132.869, 3.320, 28.200 False
318.261, 132.866, 3.455, 28.300 False
318.612, 132.866, 3.537, 28.400 False
318.966, 132.863, 3.535, 28.500 False
319.315, 132.863, 3.467, 28.600 False
319.654, 132.862, 3.360, 28.700 False
319.982, 132.860, 3.229, 28.800 False
320.296, 132.859, 3.093, 28.900 False
320.597, 132.857, 2.956, 29.000 False
320.884, 132.856, 2.826, 29.100 False
321.160, 132.854, 2.715, 29.200 False
321.426, 132.852, 2.626, 29.300 False
321.685, 132.849, 2.559, 29.400 False
321.938, 132.847, 2.511, 29.500 False
322.188, 132.841, 2.478, 29.600 False
322.435, 132.836, 2.457, 29.700 False
322.680, 132.830, 2.442, 29.800 False
322.924, 132.825, 2.433, 29.900 False
323.167, 132.817, 2.427, 30.000 False
323.409, 132.811, 2.424, 30.100 False
323.652, 132.801, 2.422, 30.200 False
323.894, 132.793, 2.423, 30.300 False
324.136, 132.783, 2.423, 30.400 False
324.378, 132.774, 2.424, 30.500 False
324.620, 132.762, 2.424, 30.600 False
324.863, 132.752, 2.425, 30.700 False
325.105, 132.737, 2.425, 30.800 False
325.347, 132.724, 2.427, 30.900 False
325.590, 132.714, 2.428, 31.000 False
325.832, 132.704, 2.429, 31.100 False
326.075, 132.693, 2.430, 31.200 False
326.318, 132.683, 2.431, 31.300 False
326.561, 132.670, 2.431, 31.400 False
326.804, 132.658, 2.432, 31.500 False
327.046, 132.644, 2.433, 31.600 False
327.289, 132.631, 2.434, 31.700 False
327.532, 132.614, 2.434, 31.800 False
327.775, 132.599, 2.436, 31.900 False
328.018, 132.580, 2.436, 32.000 False
328.261, 132.563, 2.437, 32.100 False
328.504, 132.541, 2.437, 32.200 False
328.747, 132.521, 2.439, 32.300 False
328.990, 132.495, 2.438, 32.400 False
329.232, 132.472, 2.440, 32.500 False
329.475, 132.443, 2.439, 32.600 False
329.717, 132.416, 2.442, 32.700 False
329.959, 132.383, 2.439, 32.800 False
330.202, 132.352, 2.443, 32.900 False
330.443, 132.314, 2.440, 33.000 False
330.685, 132.279, 2.445, 33.100 False
330.925, 132.236, 2.440, 33.200 False
331.167, 132.196, 2.446, 33.300 False
331.406, 132.147, 2.440, 33.400 False
331.647, 132.101, 2.447, 33.500 False
331.885, 132.047, 2.440, 33.600 False
332.125, 131.995, 2.448, 33.700 False
332.361, 131.934, 2.440, 33.800 False
332.600, 131.875, 2.449, 33.900 False
332.834, 131.807, 2.439, 34.000 False
333.071, 131.741, 2.450, 34.100 False
333.303, 131.665, 2.437, 34.200 False
333.537, 131.592, 2.451, 34.300 False
333.767, 131.507, 2.435, 34.400 False
333.999, 131.425, 2.451, 34.500 False
334.225, 131.332, 2.434, 34.600 False
334.453, 131.241, 2.452, 34.700 False
334.675, 131.138, 2.432, 34.800 False
334.900, 131.037, 2.453, 34.900 False
335.117, 130.924, 2.429, 35.000 False
335.336, 130.812, 2.454, 35.100 False
335.548, 130.688, 2.426, 35.200 False
335.761, 130.566, 2.454, 35.300 False
335.966, 130.430, 2.422, 35.400 False
336.172, 130.296, 2.455, 35.500 False
336.367, 130.147, 2.405, 35.600 False
336.562, 129.998, 2.446, 35.700 False
336.745, 129.835, 2.398, 35.800 False
336.929, 129.672, 2.451, 35.900 False
337.101, 129.496, 2.395, 36.000 False
337.273, 129.319, 2.452, 36.100 False
337.430, 129.130, 2.389, 36.200 False
337.587, 128.939, 2.452, 36.300 False
337.728, 128.737, 2.380, 36.400 False
337.867, 128.533, 2.450, 36.500 False
338.006, 128.325, 2.475, 36.600 False
338.155, 128.121, 2.517, 36.700 False
338.291, 127.910, 2.479, 36.800 False
338.429, 127.701, 2.500, 36.900 False
338.553, 127.484, 2.461, 37.000 False
338.681, 127.270, 2.486, 37.100 False
338.795, 127.050, 2.451, 37.200 False
338.913, 126.831, 2.479, 37.300 False
339.017, 126.606, 2.447, 37.400 False
339.125, 126.383, 2.477, 37.500 False
339.219, 126.154, 2.447, 37.600 False
339.317, 125.925, 2.478, 37.700 False
339.402, 125.692, 2.449, 37.800 False
339.489, 125.459, 2.409, 37.900 False
339.561, 125.223, 2.406, 38.000 False
339.638, 124.988, 2.459, 38.100 False
339.702, 124.748, 2.447, 38.200 False
339.769, 124.508, 2.486, 38.300 False
339.823, 124.264, 2.461, 38.400 False
339.880, 124.020, 2.491, 38.500 False
339.924, 123.775, 2.461, 38.600 False
339.971, 123.529, 2.489, 38.700 False
340.004, 123.282, 2.460, 38.800 False
340.041, 123.035, 2.487, 38.900 False
340.063, 122.787, 2.459, 39.000 False
340.090, 122.539, 2.486, 39.100 False
340.102, 122.290, 2.459, 39.200 False
340.118, 122.041, 2.487, 39.300 False
340.121, 121.792, 2.460, 39.400 False
340.127, 121.542, 2.487, 39.500 False
340.119, 121.293, 2.461, 39.600 False
340.115, 121.043, 2.488, 39.700 False
340.096, 120.794, 2.450, 39.800 False
340.079, 120.546, 2.468, 39.900 False
340.047, 120.300, 2.448, 40.000 False
340.020, 120.059, 2.529, 40.100 False
339.986, 119.814, 2.491, 40.200 False
339.955, 119.566, 2.497, 40.300 False
339.911, 119.321, 2.462, 40.400 False
339.870, 119.076, 2.481, 40.500 False
339.839, 118.829, 2.494, 40.600 False
339.812, 118.580, 2.499, 40.700 False
339.781, 118.332, 2.498, 40.800 False
339.753, 118.084, 2.498, 40.900 False
339.721, 117.837, 2.496, 41.000 False
339.691, 117.589, 2.496, 41.100 False
339.658, 117.341, 2.494, 41.200 False
339.626, 117.094, 2.494, 41.300 False
339.592, 116.847, 2.492, 41.400 False
339.560, 116.600, 2.493, 41.500 False
339.525, 116.353, 2.492, 41.600 False
339.492, 116.106, 2.493, 41.700 False
339.456, 115.859, 2.493, 41.800 False
339.422, 115.612, 2.493, 41.900 False
339.385, 115.366, 2.493, 42.000 False
339.350, 115.119, 2.494, 42.100 False
339.318, 114.871, 2.494, 42.200 False
339.285, 114.624, 2.494, 42.300 False
339.253, 114.377, 2.494, 42.400 False
339.221, 114.130, 2.494, 42.500 False
339.190, 113.882, 2.494, 42.600 False
339.158, 113.635, 2.494, 42.700 False
339.128, 113.387, 2.494, 42.800 False
339.097, 113.140, 2.494, 42.900 False
339.067, 112.892, 2.494, 43.000 False
339.036, 112.645, 2.494, 43.100 False
339.007, 112.397, 2.494, 43.200 False
338.977, 112.149, 2.495, 43.300 False
338.949, 111.901, 2.494, 43.400 False
338.920, 111.654, 2.495, 43.500 False
338.892, 111.406, 2.495, 43.600 False
338.863, 111.158, 2.495, 43.700 False
338.831, 110.911, 2.494, 43.800 False
338.799, 110.663, 2.495, 43.900 False
338.766, 110.416, 2.495, 44.000 False
338.734, 110.168, 2.495, 44.100 False
338.702, 109.921, 2.495, 44.200 False
338.670, 109.674, 2.495, 44.300 False
338.638, 109.426, 2.495, 44.400 False
338.607, 109.178, 2.495, 44.500 False
338.580, 108.930, 2.494, 44.600 False
338.552, 108.682, 2.495, 44.700 False
338.527, 108.434, 2.495, 44.800 False
338.501, 108.186, 2.495, 44.900 False
338.477, 107.938, 2.495, 45.000 False
338.453, 107.689, 2.496, 45.100 False
338.431, 107.441, 2.495, 45.200 False
338.408, 107.192, 2.496, 45.300 False
338.384, 106.942, 2.545, 45.400 False
338.359, 106.681, 2.655, 45.500 False
338.335, 106.408, 2.793, 45.600 False
338.308, 106.121, 2.939, 45.700 False
338.281, 105.819, 3.084, 45.800 False
338.253, 105.503, 3.224, 45.900 False
338.226, 105.174, 3.357, 46.000 False
338.196, 104.832, 3.484, 46.100 False
338.168, 104.478, 3.607, 46.200 False
338.138, 104.111, 3.725, 46.300 False
338.110, 103.733, 3.842, 46.400 False
338.080, 103.343, 3.957, 46.500 False
338.053, 102.942, 4.071, 46.600 False
338.023, 102.529, 4.185, 46.700 False
337.997, 102.105, 4.299, 46.800 False
337.968, 101.670, 4.413, 46.900 False
337.943, 101.222, 4.527, 47.000 False
337.916, 100.764, 4.643, 47.100 False
337.892, 100.293, 4.758, 47.200 False
337.865, 99.812, 4.866, 47.300 False
337.842, 99.321, 4.956, 47.400 False
337.817, 98.822, 5.026, 47.500 False
337.796, 98.317, 5.073, 47.600 False
337.773, 97.812, 5.040, 47.700 False
337.755, 97.313, 5.008, 47.800 False
337.735, 96.808, 5.068, 47.900 False
337.721, 96.302, 5.040, 48.000 False
337.704, 95.802, 5.014, 48.100 False
337.693, 95.297, 5.074, 48.200 False
337.679, 94.790, 5.045, 48.300 False
337.672, 94.290, 5.018, 48.400 False
337.662, 93.784, 5.076, 48.500 False
337.658, 93.279, 5.024, 48.600 False
337.652, 92.778, 5.027, 48.700 False
337.649, 92.271, 5.086, 48.800 False
337.643, 91.763, 5.070, 48.900 False
337.642, 91.261, 4.996, 49.000 False
337.639, 90.757, 5.060, 49.100 False
337.639, 90.249, 5.063, 49.200 False
337.638, 89.748, 4.992, 49.300 False
337.641, 89.245, 5.059, 49.400 False
337.642, 88.735, 5.103, 49.500 False
337.647, 88.226, 5.079, 49.600 False
337.650, 87.723, 4.999, 49.700 False
337.657, 87.220, 5.054, 49.800 False
337.663, 86.713, 5.056, 49.900 False
337.672, 86.212, 4.999, 50.000 False
337.680, 85.708, 5.061, 50.100 False
337.692, 85.200, 5.092, 50.200 False
337.702, 84.694, 5.029, 50.300 False
337.684, 84.197, 4.953, 50.400 False
337.663, 83.705, 4.886, 50.500 False
337.670, 83.226, 4.726, 50.600 False
337.690, 82.763, 4.568, 50.700 False
337.713, 82.317, 4.402, 50.800 False
337.728, 81.887, 4.240, 50.900 False
337.752, 81.474, 4.081, 51.000 False
337.774, 81.074, 3.945, 51.100 False
337.803, 80.688, 3.814, 51.200 False
337.827, 80.314, 3.700, 51.300 False
337.859, 79.952, 3.586, 51.400 False
337.887, 79.601, 3.480, 51.500 False
337.921, 79.261, 3.369, 51.600 False
337.951, 78.931, 3.264, 51.700 False
337.954, 78.613, 3.103, 51.800 False
337.940, 78.308, 3.001, 51.900 False
337.911, 78.014, 2.884, 52.000 False
337.891, 77.728, 2.836, 52.100 False
337.893, 77.445, 2.819, 52.200 False
337.902, 77.159, 2.891, 52.300 False
337.918, 76.862, 3.004, 52.400 False
337.930, 76.553, 3.142, 52.500 False
337.952, 76.231, 3.276, 52.600 False
337.972, 75.895, 3.420, 52.700 False
337.992, 75.548, 3.480, 52.800 False
338.020, 75.207, 3.377, 52.900 False
338.059, 74.886, 3.167, 53.000 False
338.115, 74.590, 2.908, 53.100 False
338.189, 74.323, 2.655, 53.200 False
338.238, 74.073, 2.453, 53.300 False
338.244, 73.845, 2.153, 53.400 False
338.219, 73.647, 1.823, 53.500 False
338.192, 73.469, 1.685, 53.600 False
338.180, 73.307, 1.545, 53.700 False
338.177, 73.161, 1.393, 53.800 False
338.176, 73.029, 1.250, 53.900 False
338.176, 72.911, 1.119, 54.000 False
338.176, 72.806, 1.001, 54.100 False
338.177, 72.712, 0.895, 54.200 False
338.177, 72.628, 0.801, 54.300 False
338.181, 72.559, 0.608, 54.400 False
338.184, 72.507, 0.481, 54.500 False
338.187, 72.463, 0.402, 54.600 False
338.189, 72.427, 0.318, 54.700 False
338.192, 72.388, 0.375, 54.800 False
338.195, 72.337, 0.560, 54.900 False
338.197, 72.274, 0.692, 55.000 False
338.199, 72.195, 0.838, 55.100 False
338.202, 72.107, 0.943, 55.200 False
338.205, 72.013, 0.956, 55.300 False
338.205, 71.914, 1.023, 55.400 False
338.205, 71.806, 1.127, 55.500 False
338.205, 71.685, 1.258, 55.600 False
338.205, 71.551, 1.403, 55.700 False
338.204, 71.401, 1.551, 55.800 False
338.203, 71.238, 1.694, 55.900 False
338.199, 71.060, 1.829, 56.000 False
338.197, 70.870, 1.956, 56.100 False
338.191, 70.668, 2.061, 56.200 False
338.186, 70.457, 2.146, 56.300 False
338.179, 70.239, 2.205, 56.400 False
338.174, 70.016, 2.248, 56.500 False
338.164, 69.791, 2.273, 56.600 False
338.156, 69.563, 2.292, 56.700 False
338.143, 69.334, 2.301, 56.800 False
338.132, 69.104, 2.310, 56.900 False
338.119, 68.873, 2.314, 57.000 False
338.108, 68.642, 2.318, 57.100 False
338.096, 68.410, 2.321, 57.200 False
338.085, 68.178, 2.324, 57.300 False
338.072, 67.946, 2.326, 57.400 False
338.060, 67.714, 2.328, 57.500 False
338.045, 67.481, 2.330, 57.600 False
338.031, 67.248, 2.332, 57.700 False
338.014, 67.016, 2.334, 57.800 False
337.997, 66.783, 2.337, 57.900 False
337.977, 66.550, 2.338, 58.000 False
337.959, 66.317, 2.341, 58.100 False
337.936, 66.084, 2.341, 58.200 False
337.914, 65.850, 2.345, 58.300 False
337.888, 65.617, 2.345, 58.400 False
337.864, 65.383, 2.349, 58.500 False
337.834, 65.150, 2.349, 58.600 False
337.806, 64.917, 2.353, 58.700 False
337.772, 64.684, 2.352, 58.800 False
337.741, 64.450, 2.357, 58.900 False
337.702, 64.218, 2.355, 59.000 False
337.666, 63.984, 2.361, 59.100 False
337.623, 63.752, 2.358, 59.200 False
337.583, 63.519, 2.365, 59.300 False
337.535, 63.288, 2.361, 59.400 False
337.490, 63.055, 2.368, 59.500 False
337.436, 62.825, 2.363, 59.600 False
337.385, 62.593, 2.372, 59.700 False
337.326, 62.363, 2.365, 59.800 False
337.269, 62.133, 2.375, 59.900 False
337.203, 61.905, 2.367, 60.000 False
337.140, 61.675, 2.378, 60.100 False
337.067, 61.449, 2.368, 60.200 False
336.997, 61.221, 2.381, 60.300 False
336.917, 60.997, 2.369, 60.400 False
336.839, 60.772, 2.384, 60.500 False
336.751, 60.551, 2.370, 60.600 False
336.666, 60.327, 2.387, 60.700 False
336.569, 60.109, 2.370, 60.800 False
336.475, 59.889, 2.389, 60.900 False
336.369, 59.675, 2.369, 61.000 False
336.266, 59.459, 2.391, 61.100 False
336.151, 59.250, 2.368, 61.200 False
336.038, 59.038, 2.393, 61.300 False
335.913, 58.835, 2.367, 61.400 False
335.789, 58.629, 2.396, 61.500 False
335.653, 58.431, 2.366, 61.600 False
335.519, 58.232, 2.398, 61.700 False
335.371, 58.043, 2.353, 61.800 False
335.222, 57.855, 2.392, 61.900 False
335.079, 57.659, 2.423, 62.000 False
334.938, 57.461, 2.434, 62.100 False
334.795, 57.263, 2.435, 62.200 False
334.650, 57.068, 2.430, 62.300 False
334.493, 56.887, 2.323, 62.400 False
334.328, 56.732, 2.184, 62.500 False
334.178, 56.578, 2.105, 62.600 False
334.044, 56.424, 1.991, 62.700 False
333.910, 56.285, 1.888, 62.800 False
333.779, 56.149, 1.875, 62.900 False
333.641, 56.019, 1.896, 63.000 False
333.499, 55.883, 1.989, 63.100 False
333.342, 55.750, 2.076, 63.200 False
333.176, 55.607, 2.208, 63.300 False
332.995, 55.472, 2.257, 63.400 False
332.807, 55.331, 2.356, 63.500 False
332.607, 55.202, 2.359, 63.600 False
332.405, 55.067, 2.432, 63.700 False
332.193, 54.945, 2.406, 63.800 False
331.981, 54.820, 2.459, 63.900 False
331.762, 54.709, 2.419, 64.000 False
331.543, 54.595, 2.463, 64.100 False
331.318, 54.495, 2.420, 64.200 False
331.093, 54.392, 2.461, 64.300 False
330.863, 54.305, 2.419, 64.400 False
330.633, 54.214, 2.461, 64.500 False
330.398, 54.138, 2.324, 64.600 False
330.165, 54.063, 2.397, 64.700 False
329.935, 54.002, 2.380, 64.800 False
329.699, 53.936, 2.436, 64.900 False
329.458, 53.885, 2.408, 65.000 False
329.216, 53.831, 2.459, 65.100 False
328.972, 53.792, 2.426, 65.200 False
328.727, 53.750, 2.470, 65.300 False
328.480, 53.724, 2.434, 65.400 False
328.233, 53.694, 2.474, 65.500 False
327.985, 53.679, 2.436, 65.600 False
327.737, 53.662, 2.474, 65.700 False
327.489, 53.660, 2.437, 65.800 False
327.248, 53.653, 2.365, 65.900 False
327.012, 53.665, 2.405, 66.000 False
326.768, 53.677, 2.345, 66.100 False
326.530, 53.695, 2.349, 66.200 False
326.289, 53.711, 2.429, 66.300 False
326.046, 53.742, 2.424, 66.400 False
325.800, 53.770, 2.477, 66.500 False
325.555, 53.813, 2.450, 66.600 False
325.309, 53.853, 2.488, 66.700 False
